publication_date,title,conclusions
2015-07-23T00:00:00Z,"Low Dietary Diversity and Intake of Animal Source Foods among School Aged Children in Libo Kemkem and Fogera Districts, Ethiopia","['The findings of this study reveal that school-aged children diet in Libo Kemkem and Fogera districts lacked diversity, and that the intake of animal source foods was low, especially among rural girls. Overall, the area of residence seemed to be a predictor of children’s food habits, which highlights the need of stratifying the data in these type of contexts.The age and sex of the head of the household, as well as other household characteristics, particularly socio-economic indexes, were found to be associated to ASF intake and low DDS. For the rural children, a lower DDS was found in the post-harvest season, while no difference was observed for the ASF intake, with respect to the lean season. At the light of these results, we believe that the promotion of dietary diversification strategies to improve children’s food consumption is needed in the study area. Interventions should target girls and households headed by male adults of older ages in the rural areas, and female headed households with low education level in the urban ones. We expect that findings documented by this study would assist policy makers plan and undertake regional initiatives.']"
2015-06-11T00:00:00Z,"Facilitation and Dominance in a Schooling Predator: Foraging Behavior of Florida Pompano, Trachinotus carolinus","['In concert, our results suggest that groups facilitate foraging even after locating a prey patch and that juvenile Florida Pompano are more comfortable and successful foraging in groups. This provides new information on the foraging ecology of Florida Pompano, with both ecological and economic implications. No previous studies have addressed group-feeding behaviors of Florida Pompano foraging on the main contributor to their natural diet. Ultimately, schooling may facilitate juvenile Florida Pompano feeding activities along the sandy beach habitat, an area where presumably (1) feeding is difficult because of the dynamic environment and (2) little protection is available from predators. Furthermore, our results are applicable to Florida Pompano aquaculture. Because foraging (and hence growth) is facilitated by groups, Florida Pompano should be reared with conspecifics, preferably of similar size to potentially reduce the dominance effect we observed. Periodically size-separating fish during the rearing period could lead to more efficient growth and harvest of Florida Pompano.']"
2019-02-07T00:00:00Z,Faecal biomarkers can distinguish specific mammalian species in modern and past environments,"['Our results call into question the validity of using simple ratios and even multivariate statistics based on only four 5β-stanols for species-specific faecal fingerprinting. The faecal fingerprint reference library used here, and the use of PCA and HCPC models built using eleven 5β-stanols, provide much more precise faecal source attributions. The fingerprinting method employed here overcomes the limitations of using simple ratios involving only four 5β-stanol compounds (coprostanol and epicoprostanol, 24-ethylcoprostanol and 24-ethylepicoprostanol) to determine the main sources of faecal inputs in environmental and archaeological samples. For the two cases studied here, the model used confirmed the past presence of horses and reindeer on the Sai͡an Mountains site and reindeer and dogs on the I͡Amal peninsula archaeological site.As more faecal reference samples from a larger number of mammalian species consuming different diets are added to our faecal reference library, species identification and the breadth of its applications will continue to improve.']"
2019-02-06T00:00:00Z,A new baby oviraptorid dinosaur (Dinosauria: Theropoda) from the Upper Cretaceous Nemegt Formation of Mongolia,"['Gobiraptor minutus gen. et sp. nov. is a new derived oviraptorid represented by an incomplete skeleton including both cranial and postcranial elements. Gobiraptor is primarily distinguished from other oviraptorids by its dentary with the extremely thickened rostrodorsal end of the mandibular symphysis, lingual ridges and lingual shelves bearing occlusal foramina. The unique morphology of the mandible of Gobiraptor is probably closely related to a crushing-related feeding style and a specialized diet, which may have incorporated hard seeds or shelled organisms. Although Gobiraptor was recovered from the Nemegt Formation, its phylogenetic position showed a close relationship with three Ganzhou oviraptorids. The distant relationships among the Nemegt oviraptorids on the phylogenetic tree were reaffirmed in this study. Therefore, it is highly unlikely that the evolution of these unusually diverse animals was facilitated by a simple sympatric speciation. The presence of Gobiraptor in the Nemegt Formation, together with occurrences of other oviraptorids, also indicates that abundant oviraptorids lived in mesic environments and they were one of the most diverse and successful groups of dinosaurs in the Nemegt region.']"
2019-02-14T00:00:00Z,Classical celiac disease is more frequent with a double dose of HLA-DQB1*02: A systematic review with meta-analysis,"['\nImplications for clinical practice\nOur results suggest a significant gene dose effect regarding clinical presentation: classical clinical presentation and villous atrophy are more frequent in patients with a double dose of HLA-DQB1. We were unable to prove a similar effect in terms of diarrhea at diagnosis, age at diagnosis, the degree of atrophy, and type 1 diabetes mellitus. Recent guidelines do not require HLA-typing to set up the diagnosis of CD apart from pediatric cases diagnosed without intestinal biopsy. The role of it is mainly restricted to the exclusion of CD [82, 83]. Patients with high-risk HLA status may be at higher risk of severe disease course, raising concerns about the need for a stricter gluten-free diet and follow-up. However, these results should be treated with caution due to the limitations of the data available for our study.\n\nImplications for research\nStudies validating our results and investigating the association between gene dose effect and disease complications (e.g., malignant tumors [EATL, SBC], autoimmune disorders, and RCD) are awaited.\n']"
2019-07-18T00:00:00Z,"Influence of infant feeding practices on the occurrence of malnutrition, malaria and anaemia in children ≤5 years in the Mount Cameroon area: A cross sectional study","['Of great significance is the influence of infant feeding habits on the prevalence of P. falciparum parasitaemia in the study area, with the highest occurrence in children not breastfed. Hence, the practice of exclusive breastfeeding should be encouraged for up to 6 months in malaria endemic zones to improve on the health and growth of the children. Anaemia is a severe public health problem among children ≤5 years of age in this area hence, control measures to curb the burden should focus on children ≤2 years of age, those from single parents and those whose parent had no formal education. Iron fortified diets should be given to infants who are given complementary feeding before the first months of life in order to reduce the prevalence of anaemia within the first six months of age. The study had as limitations some unmeasured factors such as micro-nutrient deficiency, and markers of inflammation which may have acted as confounders on the risk of the presence of anaemia. Never the less, the findings of the study demonstrated the invaluable contribution of infant feeding habits to these public health problems in children ≤5 years of age.']"
2017-05-31T00:00:00Z,Effects of flood irrigation on the risk of selected zoonotic pathogens in an arid and semi-arid area in the eastern Kenya,"['The ecological analyses conducted demonstrate substantial trade-offs in ecosystem services as areas that have been put under irrigation have had extensive habitat degradation leading to remarkable losses of land cover and host diversity to the benefit of increases in food production. These areas have also had more water as demonstrated by high suitability for colonization by a broad range of mosquitoes.The epidemiological studies conducted indicate that these land use/land cover changes affect the distribution of the zoonotic diseases studied. As expected, the seroprevalence of mosquito-borne diseases were higher in the irrigated and riverine areas while the risk of Leptospira spp. and Brucella spp. were higher in the pastoral areas given that peoples’ livelihoods required them to use common environments with livestock and wildlife. The pastoralists also relied on milk and meat from livestock, hence there were more opportunities for exposure to Brucella spp compared to those from the irrigated areas where farm products including vegetable comprised the main source of household diet.']"
2013-11-13T00:00:00Z,"Dietary Ecology of Murinae (Muridae, Rodentia): A Geometric Morphometric Approach","['This is the first time to our knowledge, that geometric morphometric comparison of the outlines of the first upper molar in the highly diverse extant murines has enabled the inference of ecological preferences in diet based on dental morphology. In the morphometric space described, all dietary groups were significantly distinguished from each other. Furthermore, based on the data of extant murines, we were able to infer the dietary preferences of nine extinct genera of murine rodents, which have been described at the Iberoccitanian fossil sites from the Upper Miocene.Finally, Elliptic Fourier Analysis has been shown to constitute an interesting tool for inferring ecological preferences in extinct rodents, which are mostly recorded as isolated teeth in the fossil sites. The results of our study open up possibilities for establishing new comparisons in other mammalian groups, and for making ecological inferences of extinct taxa based upon information referring to their extant relatives. Furthermore, with the increasing development of phylogenetic studies, such inferences would help to map the evolutionary history of feeding habits.']"
2019-05-13T00:00:00Z,Fecal microbiota dysbiosis in macaques and humans within a shared environment,"['This study draws on a One Health approach to reduce human-animal conflict in a setting modified by habitat encroachment and fragmentation. Characterizing shifts in gut microbial communities allows for improved understanding of whether health changes are occurring due to increased human-macaque contact in a shared environment. Based on our analysis, workers’ gut microbiota may under certain circumstances be influenced by their exposure to macaques, but this would need to be confirmed in larger studies. The dispersion effects seen in macaques of Kosumpee Forest Park suggest that their altered diet and/or interaction with an urban environment may contribute to gut dysbiosis with unknown health consequences. Given the risk of transmission or respiratory irritation from ingesting or inhaling fecal microbes, exposed individuals and their employers should consider greater use of basic PPE and infection prevention methods, particularly proper hand hygiene. Targeted health protection and disease awareness promotion among forest park workers could limit opportunities for disease spillover from macaque populations into the broader community.']"
2015-06-05T00:00:00Z,Effects of Obesity and Metabolic Syndrome on Steroidogenesis and Folliculogenesis in the Female Ossabaw Mini-Pig,"['In summary, this model of younger Ossabaw pigs fed a high fat/cholesterol/fructose diet for a short length of time mimics many features of metabolic and reproductive dysfunction observed in obese women, including hyperglycemia, visceral adiposity, dyslipidemia, hypertension, protracted estrous cycle length, hyperandrogenemia, development of ovarian cysts, and aberrant theca and granulosa cell steroidogenesis. Obese Ossabaw pigs have increased transcript levels and evidence for aberrant function for steroidogenic enzymes in the delta 4 steroidogenic pathway of the ovary, which may account for their hyperandrogenemia. As the development of obesity and metabolic syndrome is multifactorial, the young Ossabaw pig is well-suited as a model animal in which to study the effects of obesity and metabolic syndrome on ovarian function. Future research in this animal model will focus on the molecular mechanisms underlying obesity-induced ovarian dysfunction. Ultimately, the Ossabaw mini-pig may be a useful animal model in which to develop therapies to improve fertility in obese and/or hyperandrogenemic females or to examine the effects of obesity on the maternal-fetal environment and offspring health.']"
2017-09-27T00:00:00Z,Living different lives: Early social differentiation identified through linking mortuary and isotopic variability in Late Neolithic/ Early Chalcolithic north-central Spain,"['Understanding variability in burial treatment is one of the key aims of funerary archaeology. The results of the present study provide another example of the new insights that can be provided by biomolecular approaches, bringing new evidence to bear on old questions. Perhaps most striking is that, even within a purely terrestrial C3 ecosystem, with no clear significant input from any aquatic foods, it has been possible to identify meaningful patterns in the diets of the living that determined to some extent their treatment at death. Stable carbon and nitrogen isotopic data from human and faunal remains from coeval funerary sites in the Rioja Alavesa demonstrate the existence of subtle but nevertheless significant isotopic differences among and between communities living in close proximity and burying their dead in caves and megalithic graves. These findings offer a valuable contribution to the debate on the underlying rationale behind mortuary variability in south-western Europe and suggest differences in the access to dietary resources and/or landscape use at a constrained geographic and chronological scale, with implications for the emergence of socioeconomic inequalities.']"
2014-02-19T00:00:00Z,Arachidonic Acid Enhances Turnover of the Dermal Skeleton: Studies on Zebrafish Scales,"['We conclude that an ARA-enriched diet, and consequent changes in whole-body fatty acid profile, influences scale mineralization and remodeling in existing (ontogenetic) and regenerating scales. The effects found in this study correlate with the skeletal deformities found as a result of sub-optimal dietary fatty acid composition. We thus conclude that the scale model can be used in aquaculture to quickly predict the effects of dietary composition on the entire skeleton. Feeding trials are notoriously difficult as they depend strongly on dose and composition of fatty acid supplementation (and many more variables). Many such studies though point towards increased turnover of bone as results of dietary fatty acid supplementation [21]. Small differences in mineralization of skeletal tissues are known to lead to malformations and fractures, especially when subjected to great forces [5], [7], [56]. We show that studies on elasmoid scales of zebrafish, including the regeneration paradigm, may provide an excellent tool for future studies to elucidate underlying molecular mechanisms of (dietary) fatty acids on subtle aspects of skeletal biology.']"
2015-12-15T00:00:00Z,Comparative Transcriptome Analysis in the Hepatopancreas Tissue of Pacific White Shrimp Litopenaeus vannamei Fed Different Lipid Sources at Low Salinity,"['This study reported the response of L. vannamei at low salinity to different sources of dietary lipid at the transcriptome level. The transcriptome analysis shows that when L. vannamei are under osmotic shock, the osmoregulation in shrimp depends on the source and content of fatty acid in the diet. The metabolism of SFA supplies sufficient energy for extra energy demand via β-oxidation of fatty acids. On the other hand, long-chain unsaturated fatty acid will participate in structural change of cell membrane to regulate the permeability and fluidity, and increase the cell membrane area on gills. A series of lipid metabolism pathways have enhanced the capability of L. vannamei to cope with osmotic shock and have a positive effect on growth and survival. However, osmoregulation is a complex physiological process and involves many pathways. The details of specific lipid metabolism for osmoregulation are still unclear and need further study. Based on the findings in this transcriptomic study, future research should be conducted to understand protein expression, and biochemical and physiological functions in shrimp at low salinity.']"
2019-11-27T00:00:00Z,Mindfulness-Based Blood Pressure Reduction (MB-BP): Stage 1 single-arm clinical trial,"['This study provides early evidence that a mindfulness-based program adapted to participants with elevated blood pressure is acceptable and feasible. It may engage with self-regulation measures hypothesized to be mechanisms between mindfulness-based programs and blood pressure, including attention control, self-awareness and emotion regulation. Several modifiable determinants of blood pressure were significantly improved at 1 year-follow-up in participants not adhering to AHA guidelines at baseline including physical activity, DASH diet, salt intake, and alcohol consumption. Perceived stress was also significantly lowered. While findings are still early, and limited by being a single-arm clinical trial, they provide insight into informing the theory that, in the current social context and food environment, when we are surrounded by low cost palatable foods, sedentary occupations and pastimes, and fairly easily accessible alcohol, that mindfulness approaches, particularly those that deliberately engage with these health behaviors, may be utilized as a skillful approach to navigate through to optimal health.']"
2019-12-05T00:00:00Z,Sharing of gut microbial strains between selected individual sets of twins cohabitating for decades,"['The WSS strain-tracking analyses of the child and adult twins demonstrated the existence of individual-specific and shared microbial strain(s) between pairs of twins. Moreover, the adult twins ages from 36 to 80 years old showed a certain strain(s) between pair of twins was shared post-separation. We conclude that the potential exists for an individual to maintain the same strains of certain gut microbes for an extended time, possibly decades. While we do not know the origin of these shared microbes in the twins, these results suggest the possibility of strains shared between non-cohabitating twins for decades. However, for most individuals, environmental changes such as antibiotics and new diets that occur during aging can disrupt the stable landscape of the gut microbial community leading to the emergence of new strains. Numerous studies have described the importance of the gut microbial community interactions needed for essential functions in metabolism, training of the immune system and prevention of colonization by pathogens which could be impacted by these strain changes [3,9–13].']"
2016-07-08T00:00:00Z,The Effects of High Level Magnesium Dialysis/Substitution Fluid on Magnesium Homeostasis under Regional Citrate Anticoagulation in Critically Ill,"['In conclusion, the present study shows that the loss of Mg in RCA with conventional fluids is not balanced by the concentrations in commercially available dialysis/substitution fluids. Citrate anticoagulation of CRRT may lead to depletion of the bodies magnesium pool with potential for organ dysfunction. The difficult assessment of intracellular magnesium particularly in intensive care calls for magnesium loading tests [6] to reveal a possible magnesium deficit under continuous citrate anticoagulation. Standard low level of magnesium in substitution fluid does not prevent development of hypomagnesemia during citrate CRRT which increases daily requirements for magnesium to extra 2 to 3 grams of MgSO4. This requirement may increase with CRRT dosage above 20–25 ml/kg.h. A risk of magnesium depletion seems to be avoided with the novel fluid [21] which has magnesium level doubled (1.50 mmol/l) compared to the ordinary fluids used in intensive care however, validation and safety require further research. The fluid provided magnesium levels with no extra replenishment other than magnesium content in ordinary commercially available enteral and parenteral nutrition.']"
2015-10-07T00:00:00Z,Kefir Grains Change Fatty Acid Profile of Milk during Fermentation and Storage,"['The origin of Kefir grains influences the change of the fatty acid contents in semi-skim milk. AD and AR grains are the most capable of changing the fatty acid contents. AV increased the palmitic acid content in milk, thus it may have been able to increase antimutagenic potential in fermented milk. The storage time leads to changes in fatty acid compositions in milk, so that stocked milk can have higher anticarcinogenic potential due to the high amount of oleic acid. Furthermore, storage can be used to decrease SFA and increase MUFA levels. Only high-lipidic matrix showed an increase of PUFA after fermentation. The CLA concentration did not increase significantly among kefir grains, storage time and fat concentration of the milk. Total fat was the only chemical characteristic not altered during fermentation and storage. Acidity and protein content increased while pH decreased during fermentation, but not due to storage time. Additionally, studies intending to optimize desaturase activity during fermentation conditions may contribute to obtaining a fermented product with a higher nutritional lipid quality.']"
2018-04-20T00:00:00Z,How does food addiction influence dietary intake profile?,"['Obesity epidemic is a major global health problem. Desire for highly energy-dense and reinforcing foods is reported to be contributing to weight gain by recent studies. Increased consumption of high-fat and high-sugar foods have resulted in increased number of food addicts in developed and developing countries. Consequently, presence of food addiction is related with energy dense food consumption and obesity; mainly abdominal fat accumulation. Since food addiction is predominantly influenced and provoked by compulsive behaviour and emotional and environmental factors such as stress, socio-cultural status and habitual characteristics, these factors should be taken into account in future studies. In addition, future randomised controlled researches would contribute to identifying characteristics, combinations and concentrations of ingredients which are potentially addictive. Efforts to improve nutrition knowledge and promote consciousness about food label reading may assist individuals to make more informed food choices. Corporate responsibility, public health approaches, environmental change and global efforts seem to be essential in reducing food and substance related problems involving obesity and other addiction symptoms.']"
2017-01-17T00:00:00Z,"Neglected Intestinal Parasites, Malnutrition and Associated Key Factors: A Population Based Cross-Sectional Study among Indigenous Communities in Sarawak, Malaysia","['This study provided baseline data on the intestinal parasitic infections (IPIs), anaemia and malnutrition among indigenous community in rural areas in Sarawak, Borneo Malaysia. Generally, the IPIs, anaemia and malnutrition are still public health problems among this indigenous community. IPIs were found to be significantly associated with anaemia. Meanwhile, the incidence of malnutrition (i.e., stunting, underweight and wasting) was higher among infected children with IPIs. Absence of toilets and close contact with animals was identified as significant predictors for IPIs. No parental formal education was significantly associated with anaemia. As for malnutrition, low household income was identified as a significant predicator for both stunting and underweight. This data strongly support the need for implementing health program aimed at improving nutrition, anaemic conditions and reducing the prevalence of infections, with potentially beneficial effects on cognitive and educational outcomes particularly among children. With effective control measures in place, these children will have a greater opportunity for a better future in terms of health and educational attainment, which will eventually put them on par socially and economically with other communities in Malaysia.']"
2015-12-04T00:00:00Z,"Prevalence and Risk Factors of Overweight and Obesity among Children Aged 6–59 Months in Cameroon: A Multistage, Stratified Cluster Sampling Nationwide Survey","['This study points out a high prevalence of early childhood overweight with significant disparities between ecological areas of Cameroon. Risk factors of overweight included having overweight or obese mother, having high birth weight, being male gender, having low birth rank, being aged between 13–36 months, living in the Grassfield areas while being Muslim appeared as a protective factor. Preventive strategies should focus on sensitization campaigns to reduce overweight and obesity in parents and reinforcement of clinical measures such as weight gain surveillance during antenatal consultation which will help prevent children from high birth weight and overweight later in life. A clinical follow up of children with high birth weight is also necessary to prevent them from later childhood overweight. These campaigns and clinical measures should be especially strengthened in Grassfield area. Further studies including nutritional characteristics are of great interest to understand the association with religion, child age and ecological area in this age group. This will help in refining preventive strategies against childhood overweight and obesity in Cameroon and comparable or neighboring countries']"
2019-03-13T00:00:00Z,Estimation of spatial and temporal variability of pasture growth and digestibility in grazing rotations coupling unmanned aerial vehicle (UAV) with crop simulation models,"['The present UAV-modeling approach integrated pasture NDVI data remotely collected by UAV-mounted sensors and process-based models for prediction of pasture growth, morphogenesis, and forage nutritive value. Both, results from plot and filed scale experiments provide sufficient evidence to support feasibility for the UAV-modeling approach and potential for broad scalability to other grass species, soil types and weather conditions, but the testing and validation of this hypothesis warrants further carefully conducted investigations.Importantly, this study supports the use of fine scale resolution maps based upon UAV-derived estimations of pasture biomass to guide grazing management decisions. Further, this work also demonstrates that it is technically possible to link UAV data and process-based crop models for use as a decision support tool to monitor, assess and plan grazing management. However, to become a practical approach for use by land managers and farmers future technical work must focus on the automation of UAV data processing and mapping, and pasture modeling steps to allow for rapid output data that can be available near real-time.']"
2019-04-23T00:00:00Z,Different predation capacities and mechanisms of Harmonia axyridis (Coleoptera: Coccinellidae) on two morphotypes of pear psylla Cacopsylla chinensis (Hemiptera: Psyllidae),"['Predation capabilities of H. axyridis on winterform C. chinensis were studied under different early-season temperatures and results indicated high consumption of C. chinensis at 8°C and 15°C. Higher predation capacity of summerform C. chinensis was found than that of winterforms, shown as higher attack rate, shorter handling time as well as higher theoretical maximum number consumed by H. axyridis. We found that the stronger predation of H. axyridis on summerforms was likely due to the higher nutritional returns, e.g. higher protein content and less foraging costs when dealing with summerforms, smaller size, and softer and thinner exoskeleton. The high predation capacities of H. axyridis on both morphotypes of psyllids indicated its great potential as a biocontrol agent of C. chinensis. Based on the inverse density-dependent predation of type II functional response and the great predation capacities of H. axyridis on the two morphotypes, the control of C. chinensis should start early in the season to suppress the winterforms by inundative release. Further study of the control efficiency of two morphotypes of C. chinensis by H. axyridis in the field is necessary to extend our findings to on-farm pear psylla management.']"
2018-01-23T00:00:00Z,Independent associations and effect modification between lifetime substance use and recent mood disorder diagnosis with household food insecurity,"['The results of this study suggest that substance use and poor mental health are potential independent or interdependent factors that contribute to food insecurity. By tailoring prevention and intervention efforts, such as screening for the significant correlates reported in this study, strides may be made to alleviate the preventable public health issue of food insecurity. The results of some of the associations with food insecurity are difficult to interpret (e.g., potential potective effect of lifetime substance use related to food insecurity) and require further study. The conceptual framework (Fig 1) suggests that coping and resilience are underlying features that warrant further investigation as potential explanatory mechanisms that could mediate or moderate food insecurity, substance use, and mental ill health in the context of different macro-level drivers and mental health, nutrition, and behavioural pathways. Longitudinal research and further investigations of coping and resilience may discern explanatory mechanisms that could mediate or moderate substance use, poor mental health, and food insecurity. Finally, customized intervention research can help determine effective ways to reduce substance use, poor mental health, and food insecurity.']"
2017-11-08T00:00:00Z,Potential of golden potatoes to improve vitamin A and vitamin E status in developing countries,"['We investigated the retention during boiling and bioaccessibility of provitamin A carotenes, xanthophylls, phytoene, phytofluene and α-tocopherol in two lines of GP. The data highlighted several nutritionally interesting features of GP tubers. These include the following: (i) increased amounts of provitamin A carotenoids, αTC (vitamin E), phytoene and phytofluene; (ii) greater than 82% retention of αTC and carotenoids other than phytofluene during boiling; (iii) relative bioaccessibilities of provitamin A, xanthophylls, phytoene, phytofluene and αTC similar to that reported for other vegetables; and (iv) uptake across the apical surface of Caco-2 cells from micelles generated during simulated digestion of GP ranging from 14–20% for provitamin A carotenoids and xanthophylls, 53% for αTC, 43–45% for phytoene and 23–27% for phytofluene. These data suggest GP has the potential to contribute to the provitamin A and αTC nutritional requirements of populations at risk of vitamin A and E deficiency, especially in countries where potato is an important staple food. Their use for dietary interventions should, therefore, be considered by national and international programs aimed at preventing vitamins A and E deficiency.']"
2019-08-09T00:00:00Z,Alternative measures of body composition and wage premium: New evidence from Indonesia,"['This paper provides new evidence for the existence of wage premium using data from a developing country. Our results show that along with BMI, waist circumference is related to higher earnings in Indonesia. The findings of this paper indicate that the alternative measures of body composition are important predictors of wage premium. A plausible explanation for our findings is that people with lower BMI, suffering from under-nutrition, face wage penalty and overweight people earn wage premium [21]. Reverse causality is also plausible i.e. getting a job increases income, which then makes it easier to buy food and gain weight.There are two important limitations regarding our results. First, the results are based on male individuals who are between 40 and 55. Therefore, we unable to generalize the results for the overall population. Second, we have only studied the association between measures of body composition and labor income. Although individual fixed effects absorb unobserved time-invariant health conditions as well as preferences, we are unable to control for time-varying unobserved traits.']"
2019-07-25T00:00:00Z,Consumption of minimally processed foods as protective factors in the genesis of squamous cell carcinoma of the head and neck in Brazil,"['In multiple analyses adjusted for smoking, alcohol consumption, poor oral hygiene, and low educational level, the consumption of minimally processed foods reduced the chance of HNC development. The consumption of apples and pears was associated with reduced risks of oral cavity and laryngeal cancers; the consumption of citrus fruits and fresh tomatoes was associated with a reduced risk of oral cavity cancer; the consumption of bananas was associated with a reduced risk of oropharynx cancer; the consumption of broccoli, cabbage, and collard greens was associated with reduced risks of laryngeal and hypopharyngeal cancers; and the consumption of carrots and fresh fruits was associated with a reduced risk of hypopharyngeal cancer. The findings of our study support the adoption of preventive measures for HNC that encourage the consumption of minimally processed foods. Incentives may take the form of public education policies and address nutritional status control, oral hygiene, restriction of alcohol consumption, and cessation of tobacco use. The facilitation of access to minimally processed foods through public policies, such as subsidy provision for home and community gardens and free markets, is essential, and will strengthen the development and consolidation of policies that aim to create environments conducive to healthy behavior.']"
2017-05-16T00:00:00Z,Socio-economic status over the life course and obesity: Systematic review and meta-analysis,"['At least 50% of NCD related deaths are preventable through prevention strategies focused on modifiable risk factors such as obesity, physical activity and nutrition [60–63]. Specifically, recent studies estimate that when started in early life, a large proportion of chronic diseases like cancer and cardiovascular diseases are preventable by reducing obesity and excess weight, and increasing physical activity [62, 63]. This systematic review and meta-analysis summarizes the existing literature on the association between SES and obesity, highlighting the need for public health strategies in population subgroups most vulnerable to obesity (due to easy access to cheap, unhealthy foods and lack of physical activity) and the need for effective strategies that have the best chance of reducing obesity at early ages. The lack of information regarding the association between childhood and life course SES and obesity in developing countries highlights the need for empirical studies to inform obesity prevention strategies in developing countries. Ethical Approval: This study was conducted using data from published studies and was exempt from ethical review.']"
2017-05-18T00:00:00Z,Identification of cow and buffalo milk based on Beta carotene and vitamin-A concentration using fluorescence spectroscopy,"['The current study presents the application of fluorescence spectroscopy for the identification of cow and buffalo milk based on their ingredients which is of prime importance from the nutritional point of view. Cow and buffalo milk shows differences at fluorescence emission appeared at band position 382 nm, 440 nm, 505 nm and 525 nm both in classical geometry (right angle) setup as well as front face fluorescence setup. In front face fluorescence geometry, synchronous fluorescence emission shows clear differences at 410 nm and 440 nm between the milk samples of both these species. These fluorescence emissions correspond to fats, vitamin-A and β-carotene. Principal Component Analysis (PCA) further highlighted these difference by showing clear separation between the two data sets on the basis of features obtained from their fluorescence emission spectra. These results indicate that classical geometry (fixed excitation) as well as front face (synchronous fluorescence emission) of cow and buffalo milk nutrients could be used as fingerprint from identification point of view. This same approach can effectively be used for the determination of adulterants in the milk and other dairy products.']"
2013-07-23T00:00:00Z,A Cell Line Resource Derived from Honey Bee (Apis mellifera) Embryonic Tissues,"['Declining honey bee populations in North America and Europe [47] has been the impetus for considerable research efforts aimed at mitigating the many challenges thought to be responsible for this crisis. This decline has resulted in increased inputs (e.g., labor, expenses) by beekeepers to monitor and treat colonies in crisis, as well generates uncertainty in the supply of colonies for commercial pollination or other bee-derived products. In tandem with the recently sequenced genome of A. mellifera [48], an in vitro system comprised of honey bee cells will facilitate studies in functional genomics and/or target mechanisms of pathogenesis through infection with viruses, for example. Honey bees are also host to a plethora of non-pathogenic, horizontally acquired microbes [49]; a host-derived culture system could cast light on mechanisms of host tolerance and nutritional consequences of harboring these symbionts. In addition, the introduction of foreign gene constructs or knockdown of specific gene targets through RNA interference are attractive applications that would permit questions to be asked about subcellular and molecular changes involved with honey bee development or metabolic responses to pesticides and other xenobiotics.']"
2013-11-04T00:00:00Z,Repression and Recuperation of Brood Production in Bombus terrestris Bumble Bees Exposed to a Pulse of the Neonicotinoid Pesticide Imidacloprid,"[""Our study provides further evidence that dietary neonicotinoid pesticides in the environmentally realistic range can have detrimental effects on bumble bee health, specifically by repressing brood production and nutritional intake in queenright colonies. We also show, however, that bumble bees may be somewhat resilient to a pulsed exposure because they exhibit dose-dependent recuperation of brood production when exposure ends. We acknowledge that to interpret the environmental relevance of our findings for wild bumble bee colonies additional studies are necessary. These should seek to establish whether recuperation from pulsed exposure to neonicotinoids occurs during extended exposures and for other demographically important endpoints besides brood production. Finally, the severity of imidacloprid's impact on bumble bees appears to be highly sensitive to its dietary level even within the currently recognized environmentally realistic range [21]. Unfortunately, this range is based on scant published data [56] and more widespread surveys of residues in crops and colonies, such as those recently begun in the USA [25], are therefore urgently required.""]"
2015-12-22T00:00:00Z,Nutrigenomic and Nutritional Analyses Reveal the Effects of Pelleted Feeds on Asian Seabass (Lates calcarifer),"['In summary, our study is the first to compare the suitability of three different commercially available pelleted grow-out feeds for juvenile Asian seabass by multiple approaches. Without prior knowledge regarding the ingredient composition of the feeds, the resulting effect of consuming different commercial feeds are significantly reflected in the growth parameters, nutritional value, gut morphology and transcriptomic profile analysed. The effects of the feed compositions used by different manufacturers onto the fish could be further understood by studying the global genes expression profile in greater detail. The expression level of fads6 and other genes was found to be potentially suitable as a bio-indicator to identify wild-caught Asian seabass from farmed ones. Goblet cell numbers in the mid-gut section of pellet-fed fish were lower than those of controls, indicating potentially negative effects on fish health. By considering the overall effects observed, we would recommend to farmers favouring feeds for the culture of Asian seabass that help to maintain the quality, not just increasing the quantity of the end product (i.e. the fillet).']"
2015-09-30T00:00:00Z,"Characterization of Bacterial, Archaeal and Eukaryote Symbionts from Antarctic Sponges Reveals a High Diversity at a Three-Domain Level and a Particular Signature for This Ecosystem","['Results presented here indicate that Antarctic sponges harbor highly diverse microbial communities belonging to three domains of life. Most of the abundant bacteria, archaea and eukaryotes living in symbiosis with Antarctic sponges have been described as significant participants in nitrogen and carbon biogeochemical cycles. In this way, we can suggest that symbioses between microorganisms and Antarctic sponges not only contributes to the nutrition of both parts, but also to Antarctic marine ecosystem. Our work indicates that Antarctic marine sponges harbor a greater microbial diversity than the seawater around them, across the three domains. We found different community composition of symbionts compared to the surrounding planktonic communities, expanding previous observations for Bacteria and including the Antarctic environment. Finally, this work shows that even when sharing an important part of the microbial community with those from other ecosystems, Antarctic sponges have a particular signature in terms of their three-domain diversity and composition. Further functional analysis (e.g. metatranscriptomics), will provide the knowledge needed to fully understand the role that these specific microbiomes have as part of this important marine symbiosis in Antarctica.']"
